Experiment -> STGR
Endowment  ->   0.00
Chance to play computer ->   0.00%
(Left = 0 ; Right = 1)
Round    Subj   Part    Subj Choice  Part Choice    Pay off   Tot Earn
  23     14      5          1            0             0.12       1.48
  24      1      4          1            1             0.04       1.23
  24      2     12          1            1             0.04       1.20
  24      3     14          1            1             0.04       1.03
  24      4      1          1            1             0.04       1.40
  24      5     11          0            1             0.00       0.47
  24      6      9          1            0             0.12       1.07
  24      7     10          0            1             0.00       0.80
  24      8     13          1            1             0.04       1.44
  24      9      6          0            1             0.00       1.38
  24     10      7          1            0             0.12       1.00
  24     11      5          1            0             0.12       1.36
  24     12      2          1            1             0.04       1.35
  24     13      8          1            1             0.04       1.19
  24     14      3          1            1             0.04       1.52
  25      1      3          1            1             0.04       1.27
  25      2      4          1            1             0.04       1.24
  25      3      1          1            1             0.04       1.07
  25      4      2          1            1             0.04       1.44
  25      5     11          0            1             0.00       0.47
  25      6     10          0            1             0.00       1.07
  25      7     12          0            1             0.00       0.80
  25      8      9          1            1             0.04       1.48
  25      9      8          1            1             0.04       1.42
  25     10      6          1            0             0.12       1.12
  25     11      5          1            0             0.12       1.48
  25     12      7          1            0             0.12       1.47
  25     13     14          1            1             0.04       1.23
  25     14     13          1            1             0.04       1.56
  26      1      5          1            0             0.12       1.39
  26      2     10          0            0             0.07       1.31
  26      3      9          1            1             0.04       1.11
  26      4      8          1            1             0.04       1.48
  26      5      1          0            1             0.00       0.47
  26      6      7          1            0             0.12       1.19
  26      7      6          0            1             0.00       0.80
  26      8      4          1            1             0.04       1.52
  26      9      3          1            1             0.04       1.46
  26     10      2          0            0             0.07       1.19
  26     11     12          1            1             0.04       1.52
  26     12     11          1            1             0.04       1.51
  26     13     14          1            1             0.04       1.27
  26     14     13          1            1             0.04       1.60
  27      1     13          1            1             0.04       1.43
  27      2      3          1            1             0.04       1.35
  27      3      2          1            1             0.04       1.15
  27      4     12          1            1             0.04       1.52
  27      5      8          0            1             0.00       0.47
  27      6     14          1            1             0.04       1.23
  27      7     10          1            0             0.12       0.92
  27      8      5          1            0             0.12       1.64
  27      9     11          1            1             0.04       1.50
  27     10      7          0            1             0.00       1.19
  27     11      9          1            1             0.04       1.56
  27     12      4          1            1             0.04       1.55
  27     13      1          1            1             0.04       1.31
  27     14      6          1            1             0.04       1.64
  28      1      2          1            1             0.04       1.47
  28      2      1          1            1             0.04       1.39
  28      3      7          1            1             0.04       1.19
  28      4     13          1            1             0.04       1.56
  28      5      8          0            1             0.00       0.47
  28      6     10          0            1             0.00       1.23
  28      7      3          1            1             0.04       0.96
  28      8      5          1            0             0.12       1.76
  28      9     14          1            1             0.04       1.54
  28     10      6          1            0             0.12       1.31
  28     11     12          1            1             0.04       1.60
  28     12     11          1            1             0.04       1.59
  28     13      4          1            1             0.04       1.35
  28     14      9          1            1             0.04       1.68
  29      1     14          1            1             0.04       1.51
  29      2     12          1            1             0.04       1.43
  29      3      9          1            1             0.04       1.23
  29      4     10          1            0             0.12       1.68
  29      5     11          0            1             0.00       0.47
  29      6     13          1            1             0.04       1.27
  29      7      8          1            1             0.04       1.00
  29      8      7          1            1             0.04       1.80
  29      9      3          1            1             0.04       1.58
  29     10      4          0            1             0.00       1.31
  29     11      5          1            0             0.12       1.72
  29     12      2          1            1             0.04       1.63
  29     13      6          1            1             0.04       1.39
  29     14      1          1            1             0.04       1.72
  30      1     12          1            1             0.04       1.55
  30      2     14          1            1             0.04       1.47
  30      3      4          1            1             0.04       1.27
  30      4      3          1            1             0.04       1.72
  30      5     10          0            1             0.00       0.47
  30      6     13          1            1             0.04       1.31
  30      7     11          1            1             0.04       1.04
  30      8      9          1            1             0.04       1.84
  30      9      8          1            1             0.04       1.62
  30     10      5          1            0             0.12       1.43
  30     11      7          1            1             0.04       1.76
  30     12      1          1            1             0.04       1.67
  30     13      6          1            1             0.04       1.43
  30     14      2          1            1             0.04       1.76
  31      1      3          0            0             0.07       1.62
  31      2     12          1            1             0.04       1.51
  31      3      1          0            0             0.07       1.34
  31      4     14          1            1             0.04       1.76
  31      5     10          0            0             0.07       0.54
  31      6      7          1            0             0.12       1.43
  31      7      6          0            1             0.00       1.04
  31      8     11          1            1             0.04       1.88
  31      9     13          1            1             0.04       1.66
  31     10      5          0            0             0.07       1.50
  31     11      8          1            1             0.04       1.80
  31     12      2          1            1             0.04       1.71
  31     13      9          1            1             0.04       1.47
  31     14      4          1            1             0.04       1.80
  32      1      5          0            0             0.07       1.69
  32      2     10          0            0             0.07       1.58
  32      3      8          0            1             0.00       1.34
  32      4     14          1            1             0.04       1.80
  32      5      1          0            0             0.07       0.61
  32      6      9          1            1             0.04       1.47
  32      7     12          1            1             0.04       1.08
  32      8      3          1            0             0.12       2.00
  32      9      6          1            1             0.04       1.70
  32     10      2          0            0             0.07       1.57
  32     11     13          1            0             0.12       1.92
  32     12      7          1            1             0.04       1.75
  32     13     11          0            1             0.00       1.47
  32     14      4          1            1             0.04       1.84
  33      1      5          1            0             0.12       1.81
  33      2     12          1            1             0.04       1.62
  33      3      7          1            1             0.04       1.38
  33      4     14          1            1             0.04       1.84
  33      5      1          0            1             0.00       0.61
  33      6      8          0            1             0.00       1.47
  33      7      3          1            1             0.04       1.12
  33      8      6          1            0             0.12       2.12
  33      9     13          1            0             0.12       1.82
  33     10     11          0            1             0.00       1.57
  33     11     10          1            0             0.12       2.04
  33     12      2          1            1             0.04       1.79
  33     13      9          0            1             0.00       1.47
  33     14      4          1            1             0.04       1.88
  34      1      6          1            1             0.04       1.85
  34      2      9          1            1             0.04       1.66
  34      3      7          1            1             0.04       1.42
  34      4     14          1            1             0.04       1.88
  34      5     10          0            0             0.07       0.68
  34      6      1          1            1             0.04       1.51
  34      7      3          1            1             0.04       1.16
  34      8     13          1            1             0.04       2.16
  34      9      2          1            1             0.04       1.86
  34     10      5          0            0             0.07       1.64
  34     11     12          1            1             0.04       2.08
  34     12     11          1            1             0.04       1.83
  34     13      8          1            1             0.04       1.51
  34     14      4          1            1             0.04       1.92
  35      1      8          0            1             0.00       1.85
  35      2      3          0            1             0.00       1.66
  35      3      2          1            0             0.12       1.54
  35      4     14          1            1             0.04       1.92
  35      5      6          0            1             0.00       0.68
  35      6      5          1            0             0.12       1.63
  35      7     10          1            0             0.12       1.28
  35      8      1          1            0             0.12       2.28
  35      9     13          1            1             0.04       1.90
  35     10      7          0            1             0.00       1.64
  35     11     12          1            1             0.04       2.12
  35     12     11          1            1             0.04       1.87
  35     13      9          1            1             0.04       1.55
  35     14      4          1            1             0.04       1.96
  36      1     13          1            1             0.04       1.89
  36      2     14          1            1             0.04       1.70
  36      3     10          0            1             0.00       1.54
  36      4      8          1            1             0.04       1.96
  36      5     11          0            1             0.00       0.68
  36      6      9          1            1             0.04       1.67
  36      7     12          1            1             0.04       1.32
  36      8      4          1            1             0.04       2.32
  36      9      6          1            1             0.04       1.94
  36     10      3          1            0             0.12       1.76
  36     11      5          1            0             0.12       2.24
  36     12      7          1            1             0.04       1.91
  36     13      1          1            1             0.04       1.59
  36     14      2          1            1             0.04       2.00
  37      1      7          0            1             0.00       1.89
  37      2      3          1            1             0.04       1.74
  37      3      2          1            1             0.04       1.58
  37      4     12          1            1             0.04       2.00
  37      5      6          0            1             0.00       0.68
  37      6      5          1            0             0.12       1.79
  37      7      1          1            0             0.12       1.44
